"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"PNC","PNC Financial Services Group, Inc. (The)","143.28","60707885727.6","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pnc",
"PNC^P","PNC Financial Services Group, Inc. (The)","26.48","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pnc^p",
"PNM","PNM Resources, Inc. (Holding Co.)","49.14","3914179083.36","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/pnm",
"PCOM","Points International, Ltd.","12.35","163358476.45","n/a","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/pcom",
"POLA","Polar Power, Inc.","3.93","45787176.33","n/a","2016","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/pola",
"PII","Polaris Inc.","94.93","5857188689.33","n/a","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/pii",
"PTE","PolarityTE, Inc.","0.66","25899273.18","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/pte",
"PLM","Polymet Mining Corp.","3.75","377623935","n/a","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/plm",
"PYPD","PolyPid Ltd.","10.03","185498270.32","n/a","2020","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/pypd",
"POOL","Pool Corporation","334.9","13449109111.8","n/a","1995","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/pool",
"BPOP","Popular, Inc.","52.43","4417318466.05","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bpop",
"BPOPM","Popular, Inc.","25.77","0","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bpopm",
"BPOPN","Popular, Inc.","26.5","0","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bpopn",
"PHICU","Population Health Investment Co., Inc.","10.31","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/phicu",
"POR","Portland General Electric Company","41.9","3750494391.4","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/por",
"KCAPL","Portman Ridge Finance Corporation","25.2","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kcapl",
"PTMN","Portman Ridge Finance Corporation","1.65","72878949","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ptmn",
"PKX","POSCO","61.83","19696964716.44","n/a","1994","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/pkx",
"PSTX","Poseida Therapeutics, Inc.","10.86","671365308.6","n/a","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/pstx",
"POST","Post Holdings, Inc.","94.14","6201951955.02","n/a","2012","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/post",
"PSTL","Postal Realty Trust, Inc.","15.94","151056334.52","n/a","2019","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/pstl",
"PBPB","Potbelly Corporation","5.32","128807840","n/a","2013","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/pbpb",
"PCH","PotlatchDeltic Corporation","47.75","3193188185.25","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/pch",
"POWL","Powell Industries, Inc.","29.48","342398791.24","n/a","n/a","Consumer Durables","Electrical Products","https://old.nasdaq.com/symbol/powl",
"POWI","Power Integrations, Inc.","73.38","4392596144.1","n/a","1997","Technology","Semiconductors","https://old.nasdaq.com/symbol/powi",
"PW","Power REIT","27.451","52599931.689","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/pw",
"PW^A","Power REIT","26.13","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pw^a",
"PBTS","Powerbridge Technologies Co., Ltd.","2.35","21618923.7","n/a","2019","Technology","EDP Services","https://old.nasdaq.com/symbol/pbts",
"PWFL","PowerFleet, Inc.","6.82","212108438.08","n/a","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/pwfl",
"PPD","PPD, Inc.","34.65","12115526657.85","n/a","2020","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/ppd",
"PPG","PPG Industries, Inc.","145.39","34341760187.63","n/a","n/a","Basic Industries","Paints/Coatings","https://old.nasdaq.com/symbol/ppg",
"PPX","PPL Capital Funding, Inc.","25.9","0","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/ppx",
"PPL","PPL Corporation","28.88","22203733030.48","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/ppl",
"PYS","PPlus Trust","18.5","0","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/pys",
"PYT","PPlus Trust","23.25","0","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/pyt",
"PQG","PQ Group Holdings Inc.","13.9","1895098797.7","n/a","2017","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/pqg",
"PRAA","PRA Group, Inc.","44.41","2024207045.03","n/a","2002","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/praa",
"PRAH","PRA Health Sciences, Inc.","114.44","7341283199.44","n/a","2014","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/prah",
"PRAX","Praxis Precision Medicines, Inc.","42.61","1630339260.73","n/a","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/prax",
"PGEN","Precigen, Inc.","8.33","1544903049.83","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/pgen",
"PRPO","Precipio, Inc.","2.42","41689136.72","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/prpo",
"DTIL","Precision BioSciences, Inc.","7.09","372086525.21","n/a","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/dtil",
"PDS","Precision Drilling Corporation","20.35","278795000","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/pds",
"POAI","Predictive Oncology Inc.","0.7573","11678327.8438","n/a","n/a","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/poai",
"APTS","Preferred Apartment Communities, Inc.","8.29","413675600.95","n/a","2011","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/apts",
"PFBC","Preferred Bank","44.59","665884898.77","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pfbc",
"PLPC","Preformed Line Products Company","66.06","324654710.58","n/a","n/a","Basic Industries","Water Supply","https://old.nasdaq.com/symbol/plpc",
"PRLD","Prelude Therapeutics Incorporated","50.07","2188228286.67","n/a","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/prld",
"PFBI","Premier Financial Bancorp, Inc.","14.62","214523017.34","n/a","1996","Finance","Major Banks","https://old.nasdaq.com/symbol/pfbi",
"PFC","Premier Financial Corp. ","22.77","849157397.55","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pfc",
"PINC","Premier, Inc.","35.98","4393175558.24","n/a","2013","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/pinc",
"SQFT","Presidio Property Trust, Inc.","2.9","27940203.7","n/a","2020","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/sqft",
"PBIO","Pressure BioSciences, Inc.","2.25","2479239","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pbio",
"PBH","Prestige Consumer Healthcare Inc.","37.56","1881898803.12","n/a","2005","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/pbh",
"PVG","Pretium Resources, Inc.","11.29","2114094758.47","n/a","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/pvg",
"PRVL","Prevail Therapeutics Inc.","10.46","358217689.18","n/a","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/prvl",
"PRGX","PRGX Global, Inc.","6.75","159040077.75","n/a","1996","Consumer Services","Diversified Commercial Services","https://old.nasdaq.com/symbol/prgx",
"PSMT","PriceSmart, Inc.","86.73","2660064867.39","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/psmt",
"PIAI","Prime Impact Acquisition I","9.94","402674538.98","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/piai",
"PIAI.U","Prime Impact Acquisition I","n/a","0","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/piai.u",
"PIAI.WS","Prime Impact Acquisition I","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/piai.ws",
"PNRG","PrimeEnergy Resources Corporation","52.27","104235631.79","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/pnrg",
"PRI","Primerica, Inc.","139.01","5463547562.7","n/a","2010","Finance","Life Insurance","https://old.nasdaq.com/symbol/pri",
"PRMW","Primo Water Corporation","15.84","2537521367.04","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/prmw",
"PRMW","Primo Water Corporation","15.84","2537521367.04","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/prmw",
"PRIM","Primoris Services Corporation","27.04","1300524438.72","n/a","n/a","Basic Industries","Water Supply","https://old.nasdaq.com/symbol/prim",
"PFG","Principal Financial Group Inc","50.05","13750143106.7","n/a","2001","Finance","Accident &Health Insurance","https://old.nasdaq.com/symbol/pfg",
"BTEC","Principal Healthcare Innovators Index ETF","57.4855","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/btec",
"PDEV","Principal International Multi-Factor ETF","27.3348","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pdev",
"GENY","Principal Millennials Index ETF","55.85","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/geny",
"PSET","Principal Quality ETF","46.0564","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pset",
"PGZ","Principal Real Estate Income Fund","11.85","81762630","n/a","2013","n/a","n/a","https://old.nasdaq.com/symbol/pgz",
"PLC","Principal U.S. Large-Cap Multi-Factor ETF","30.33","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/plc",
"USMC","Principal U.S. Mega-Cap ETF","35.0031","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/usmc",
"PSC","Principal U.S. Small-Cap Multi-Factor ETF","35.6778","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psc",
"PSM","Principal U.S. Small-MidCap Multi-Factor ETF","28.3437","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psm",
"PY","Principal Value ETF","34.35","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/py",
"PRIF^A","Priority Income Fund, Inc.","24.59","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/prif^a",
"PRIF^B","Priority Income Fund, Inc.","24.9","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/prif^b",
"PRIF^C","Priority Income Fund, Inc.","25.175","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/prif^c",
"PRIF^D","Priority Income Fund, Inc.","25","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/prif^d",
"PRIF^E","Priority Income Fund, Inc.","24.25","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/prif^e",
"PRIF^F","Priority Income Fund, Inc.","23.88","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/prif^f",
"PRTH","Priority Technology Holdings, Inc.","5.97","401300588.13","n/a","2016","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/prth",
"PRA","ProAssurance Corporation","17.36","935526320.4","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/pra",
"PCSA","Processa Pharmaceuticals, Inc.","7.36","77762565.76","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/pcsa",
"PG","Procter & Gamble Company (The)","136.41","336858067906.44","n/a","n/a","Basic Industries","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/pg",
"UFO","Procure Space ETF","25.75","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ufo",
"PDEX","Pro-Dex, Inc.","38.46","148480175.94","n/a","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/pdex",
"IPDN","Professional Diversity Network, Inc.","1.5","19229764.5","n/a","2013","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/ipdn",
"PFHD","Professional Holding Corp.","15.07","203230523.76","n/a","2020","Finance","Major Banks","https://old.nasdaq.com/symbol/pfhd",
"PFIE","Profire Energy, Inc.","0.8853","42458617.9446","n/a","n/a","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/pfie",
"PROF","Profound Medical Corp.","17.69","347183126.26","n/a","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/prof",
"AAN","PROG Holdings, Inc.","17.29","584030420.61","n/a","2020","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/aan",
"PRG","PROG Holdings, Inc.","53.98","3646727831.64","n/a","n/a","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/prg",
"PROG","Progenity, Inc.","3.47","189621373.63","n/a","1995","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/prog",
"PRGS","Progress Software Corporation","41.12","1854580752.64","n/a","1991","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/prgs",
"PGR","Progressive Corporation (The)","93.6","54793440000","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/pgr",
"PGNY","Progyny, Inc.","36.84","3191583555.48","n/a","2019","Health Care","Misc Health and Biotechnology Services","https://old.nasdaq.com/symbol/pgny",
"PLD","Prologis, Inc.","96.43","71283273890","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/pld",
"PFPT","Proofpoint, Inc.","113.3","6538344951.6","n/a","2012","Technology","EDP Services","https://old.nasdaq.com/symbol/pfpt",
"PSAC","Property Solutions Acquisition Corp.","9.92","292803789.12","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/psac",
"PSACU","Property Solutions Acquisition Corp.","10.74","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/psacu",
"PSACW","Property Solutions Acquisition Corp.","0.8501","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/psacw",
"PUMP","ProPetro Holding Corp.","6.87","693270777.99","n/a","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/pump",
"PRPH","ProPhase Labs, Inc.","9.79","113605636.87","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/prph",
"PTAC","PropTech Acquisition Corporation","12.36","266512500","n/a","2020","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ptac",
"PTACU","PropTech Acquisition Corporation","12.9","0","n/a","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ptacu",
"PTACW","PropTech Acquisition Corporation","2.53","0","n/a","2020","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ptacw",
"PTICU","PropTech Investment Corporation II","10.19","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/pticu",
"PRQR","ProQR Therapeutics N.V.","3.71","186042416.84","n/a","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/prqr",
"PRO","PROS Holdings, Inc.","43.88","1905927141.8","n/a","2007","Technology","EDP Services","https://old.nasdaq.com/symbol/pro",
"EQRR","ProShares Equities for Rising Rates ETF","38.77","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eqrr",
"BIB","ProShares Ultra Nasdaq Biotechnology","82.15","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bib",
"TQQQ","ProShares UltraPro QQQ","160.47","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tqqq",
"SQQQ","ProShares UltraPro Short QQQ","17.29","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sqqq",
"BIS","ProShares UltraShort Nasdaq Biotechnology","24.95","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bis",
"PROS","ProSight Global, Inc.","13.43","586140880.78","n/a","2019","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/pros",
"PBB","Prospect Capital Corporation","25.84","0","n/a","2015","n/a","n/a","https://old.nasdaq.com/symbol/pbb",
"PBC","Prospect Capital Corporation","26.19","0","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/pbc",
"PBY","Prospect Capital Corporation","25.5","1295076583.5","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/pby",
"PSEC","Prospect Capital Corporation","5.43","2066617508.49","n/a","2004","n/a","n/a","https://old.nasdaq.com/symbol/psec",
"PB","Prosperity Bancshares, Inc.","66.51","6156069692.58","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pb",
"PTGX","Protagonist Therapeutics, Inc.","23.44","896739204.48","n/a","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ptgx",
"PLX","Protalix BioTherapeutics, Inc.","3.7","123345823.3","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/plx",
"TARA","Protara Therapeutics, Inc. ","21.95","128591572.7","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/tara",
"PTVCA","Protective Insurance Corporation","14.75","210421538.25","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/ptvca",
"PTVCB","Protective Insurance Corporation","14.26","203431263.42","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/ptvcb",
"PTI","Proteostasis Therapeutics, Inc.","1.11","57925078.05","n/a","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/pti",
"PRTA","Prothena Corporation plc","11.47","457898607.11","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/prta",
